locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PROKKA_38689,25.28385871,-2.937258489,0.515208932,-5.701101647,1.19E-08,8.70E-07
PROKKA_38690,138.624532,-2.203411998,0.403714886,-5.457841845,4.82E-08,3.05E-06
PROKKA_38695,24.48266251,-2.111428419,0.395414956,-5.339778845,9.31E-08,5.48E-06
PROKKA_38703,42.13318445,-3.374482372,0.62424491,-5.405702665,6.46E-08,3.98E-06
PROKKA_38705,64.75387284,-2.429394064,0.492451203,-4.933268619,8.09E-07,3.83E-05
PROKKA_176642,8.443660135,4.667145064,1.041348908,4.481826437,7.40E-06,0.000277441
PROKKA_104887,91.76584863,6.20779294,0.634253559,9.787557118,1.27E-22,1.02E-19
PROKKA_104888,6.486528786,5.841999938,1.217795894,4.797191358,1.61E-06,7.08E-05
PROKKA_104889,9.578456286,6.68519626,1.196646269,5.586610204,2.32E-08,1.57E-06
PROKKA_104890,36.86779468,5.829280977,0.753611167,7.735130842,1.03E-14,2.10E-12
PROKKA_104891,4.416425812,4.804190633,1.09998741,4.367496016,1.26E-05,0.000441637
PROKKA_104892,11.94738184,7.12944115,1.214401835,5.870743064,4.34E-09,3.48E-07
PROKKA_105244,5.677452593,5.371512154,1.254115049,4.283109559,1.84E-05,0.000618736
PROKKA_105245,24.57758411,6.480236281,0.874223147,7.412565431,1.24E-13,2.10E-11
PROKKA_105246,8.553343674,6.486192025,1.177528858,5.508308336,3.62E-08,2.35E-06
PROKKA_105248,15.26767441,5.655240097,0.998092186,5.666049869,1.46E-08,1.05E-06
PROKKA_105249,10.85017516,7.418070995,1.366720235,5.427644083,5.71E-08,3.56E-06
PROKKA_105251,4.023076047,6.633951734,1.493658129,4.441412399,8.94E-06,0.000328255
PROKKA_105252,38.6327363,7.309538013,0.92941388,7.864674902,3.70E-15,8.14E-13
PROKKA_177092,38.91883759,3.485115145,0.612639172,5.688691329,1.28E-08,9.29E-07
PROKKA_105512,4.136369042,4.518367768,1.085612041,4.162046473,3.15E-05,0.000979989
PROKKA_105514,126.4639936,7.347794024,0.796630345,9.223592942,2.87E-20,1.63E-17
PROKKA_105545,9.428479245,7.578182334,1.407612394,5.383713844,7.30E-08,4.45E-06
PROKKA_105546,6.666655637,6.261913899,1.325680461,4.72354695,2.32E-06,9.87E-05
PROKKA_105547,9.238322407,5.392705803,0.99460889,5.421936056,5.90E-08,3.66E-06
PROKKA_105548,5.62655793,5.673459461,1.211324128,4.683684019,2.82E-06,0.000117265
PROKKA_105549,17.82321183,7.894981878,1.222448715,6.458333819,1.06E-10,1.10E-08
PROKKA_105551,4.20346805,5.901639492,1.400494046,4.213969714,2.51E-05,0.000808951
PROKKA_177193,22.5252844,-2.836502787,0.502125699,-5.648989468,1.61E-08,1.14E-06
PROKKA_177262,30.67237859,-3.273877272,0.552201407,-5.92877387,3.05E-09,2.51E-07
PROKKA_177324,34.12614144,8.311568863,1.011031458,8.220880568,2.02E-16,5.40E-14
PROKKA_177361,4.545870116,5.576267305,1.320010139,4.22441248,2.40E-05,0.000777486
PROKKA_177547,12.7706752,4.824238988,1.036241072,4.655518022,3.23E-06,0.00013312
PROKKA_177548,11.79766608,6.955801789,1.233375731,5.639645415,1.70E-08,1.19E-06
PROKKA_106176,8.766430118,5.16619216,1.019608014,5.066841462,4.04E-07,2.06E-05
PROKKA_106177,4.090092626,6.765371295,1.544280075,4.38092248,1.18E-05,0.000418776
PROKKA_106179,9.872414286,7.085475895,1.239057835,5.718438393,1.08E-08,7.97E-07
PROKKA_106181,5.228519522,5.849004766,1.367171937,4.2781779,1.88E-05,0.000631686
PROKKA_106290,189.1997918,2.244570705,0.454068634,4.943241037,7.68E-07,3.65E-05
PROKKA_106291,279.2172853,5.337387971,0.573086999,9.313399147,1.24E-20,7.69E-18
PROKKA_106292,128.550558,7.156124387,0.712259285,10.0470777,9.46E-24,9.32E-21
PROKKA_106293,108.9476795,3.735390049,0.600824166,6.217110195,5.06E-10,4.69E-08
PROKKA_106295,54.32444128,4.202133049,0.611248465,6.874672558,6.21E-12,8.07E-10
PROKKA_177644,17.1556806,-2.619292052,0.470047022,-5.572404316,2.51E-08,1.69E-06
PROKKA_177647,7.07595034,4.529897518,1.057012407,4.285567026,1.82E-05,0.000613493
PROKKA_177673,4.994514557,6.096046165,1.334673578,4.567443504,4.94E-06,0.000194043
PROKKA_177678,4.081961688,6.023111436,1.426526272,4.222222578,2.42E-05,0.000784255
PROKKA_106354,6.394852941,5.635844424,1.287974537,4.375742116,1.21E-05,0.000427538
PROKKA_106397,20.0916378,6.155209747,0.914121919,6.73346697,1.66E-11,2.01E-09
PROKKA_106398,11.83115091,6.920382912,1.260621427,5.489659913,4.03E-08,2.59E-06
PROKKA_106399,7.618095799,5.69913265,1.225425971,4.650735976,3.31E-06,0.000135882
PROKKA_106400,13.26377403,6.569965784,1.083099217,6.065894685,1.31E-09,1.14E-07
PROKKA_106401,3.70896672,5.551604308,1.322912866,4.196500352,2.71E-05,0.000862498
PROKKA_177735,4.721942845,5.817332386,1.224215285,4.751886747,2.02E-06,8.68E-05
PROKKA_177736,18.36331418,7.725859153,1.152592385,6.703028105,2.04E-11,2.44E-09
PROKKA_177754,13.65888033,-2.705753024,0.567830311,-4.765073245,1.89E-06,8.19E-05
PROKKA_106447,11.77168222,6.043375863,1.074318403,5.625311682,1.85E-08,1.28E-06
PROKKA_106449,22.9542339,6.744941544,1.027986529,6.561313161,5.33E-11,5.84E-09
PROKKA_106450,10.36720573,5.595329051,1.10786899,5.05053314,4.41E-07,2.23E-05
PROKKA_106513,8.803150675,5.345826069,1.183814976,4.515761482,6.31E-06,0.000241502
PROKKA_106515,98.98397513,6.508607895,0.66010081,9.860021063,6.20E-23,5.27E-20
PROKKA_106517,35.47890175,6.328552671,0.839485722,7.538606675,4.75E-14,8.62E-12
PROKKA_106518,8.936114759,6.621109107,1.188398264,5.571456396,2.53E-08,1.70E-06
PROKKA_106519,13.11666117,7.962640651,1.315544889,6.052732004,1.42E-09,1.23E-07
PROKKA_106520,22.93433882,6.405514429,0.955935452,6.700781328,2.07E-11,2.48E-09
PROKKA_106522,4.14416726,6.246771054,1.391534016,4.489125658,7.15E-06,0.000269522
PROKKA_106525,4.918111012,5.702829936,1.291413429,4.415959916,1.01E-05,0.000363877
PROKKA_106526,59.31409711,5.368661481,0.7183101,7.474016415,7.78E-14,1.36E-11
PROKKA_106527,6.380662153,7.058077025,1.406584649,5.017882876,5.22E-07,2.60E-05
PROKKA_106528,15.84815146,5.94100514,0.919759544,6.459302517,1.05E-10,1.10E-08
PROKKA_177871,7.76518267,5.747650347,1.113941053,5.159743713,2.47E-07,1.32E-05
PROKKA_177872,24.38340119,5.394974764,0.707465113,7.625782053,2.43E-14,4.60E-12
PROKKA_177938,5.510757821,5.301822557,1.236589897,4.287454208,1.81E-05,0.000609192
PROKKA_177939,8.487603722,7.37983531,1.44671449,5.101100018,3.38E-07,1.74E-05
PROKKA_177978,15.05635873,8.870129032,1.275580819,6.953796187,3.56E-12,4.82E-10
PROKKA_11176,18.01218205,-3.037225077,0.630090758,-4.820297776,1.43E-06,6.38E-05
PROKKA_11235,10.68434764,-3.718609434,0.801320625,-4.640601174,3.47E-06,0.000141776
PROKKA_178043,202.7658569,3.66249012,0.639110758,5.730603143,1.00E-08,7.46E-07
PROKKA_178050,171.7882375,5.767030457,0.538701436,10.7054299,9.60E-27,1.56E-23
PROKKA_178051,247.5652632,2.168309934,0.416622875,5.204490832,1.95E-07,1.06E-05
PROKKA_178052,244.3632532,2.24851189,0.459826728,4.889911245,1.01E-06,4.65E-05
PROKKA_178053,113.0845094,2.239209733,0.4777764,4.686731564,2.78E-06,0.000115742
PROKKA_178117,9.053364692,6.350843936,1.370136067,4.635192145,3.57E-06,0.000145214
PROKKA_107006,34.56404521,-2.821994504,0.391978584,-7.199358895,6.05E-13,9.19E-11
PROKKA_178173,26.24718087,-3.336238903,0.623878699,-5.347576233,8.91E-08,5.29E-06
PROKKA_178191,23.86942165,-3.577080432,0.450746881,-7.935896135,2.09E-15,4.80E-13
PROKKA_107348,9.917078486,6.346010355,1.13884704,5.572311411,2.51E-08,1.69E-06
PROKKA_107350,88.61891524,4.679336861,0.636237894,7.354696887,1.91E-13,3.15E-11
PROKKA_107351,20.14224169,7.327408629,1.118655434,6.550192675,5.75E-11,6.25E-09
PROKKA_107352,55.00781292,8.018279149,0.863881579,9.281687841,1.67E-20,1.01E-17
PROKKA_107353,61.33510591,7.138541938,0.806547228,8.850742633,8.69E-19,3.76E-16
PROKKA_107354,86.2060721,6.62543658,0.701742093,9.441412516,3.68E-21,2.45E-18
PROKKA_107355,6.564203404,6.513712756,1.445332218,4.50672356,6.58E-06,0.000250154
PROKKA_107398,22.40879393,7.214370497,1.184547566,6.090401689,1.13E-09,9.98E-08
PROKKA_178450,4.11439871,5.596043208,1.326856264,4.217520284,2.47E-05,0.00079799
PROKKA_107555,46.96474035,-2.270800208,0.401218763,-5.659755765,1.52E-08,1.08E-06
PROKKA_40333,57.308308,4.972125821,0.881241593,5.642182415,1.68E-08,1.18E-06
PROKKA_107749,9.061570254,2.797356158,0.637130391,4.39055521,1.13E-05,0.00040296
PROKKA_107780,20.8344034,3.118744979,0.580434569,5.37312067,7.74E-08,4.68E-06
PROKKA_107796,15.35591249,6.935335579,1.213546483,5.714931959,1.10E-08,8.09E-07
PROKKA_107797,9.228588347,7.167334677,1.256369728,5.704797335,1.16E-08,8.54E-07
PROKKA_107798,5.076757918,6.67865956,1.388890759,4.808628408,1.52E-06,6.73E-05
