KEGG	Category1	Category2	Category3
K16819	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06104	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K20638	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04392	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K16684	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06094	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K12076	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K16175	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04382	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K03456	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04354	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04237	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05731	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05701	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06105	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K12075	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21098	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K10591	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K13305	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06102	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21110	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K12791	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04513	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K09183	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21099	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04416	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04440	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04448	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06448	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05031	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K02089	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06099	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06100	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04802	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04503	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05083	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K08367	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K09489	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K13365	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K08007	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05762	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05763	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K18050	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05692	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04851	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04426	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04431	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05704	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06106	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K17260	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K18584	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K20479	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05747	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06274	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04345	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06109	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21066	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04514	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K17388	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K10351	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21111	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07298	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07198	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07199	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07200	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K10352	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K12751	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K12755	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K12757	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06786	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05631	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21112	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05699	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K21068	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07901	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07902	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K08020	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K04353	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05719	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K05702	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K06098	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K08018	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07839	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K17291	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07374	Cellular Processes	Cellular community - eukaryotes	04530 Tight junction [PATH:ko04530]
K07372	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K07373	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04289	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04630	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04359	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K17386	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K05450	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04357	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04363	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K05089	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04361	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04364	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K03099	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K02833	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K07827	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K07828	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04366	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04368	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04369	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04371	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K05704	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04420	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04463	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04464	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K07374	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K07375	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08959	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K02087	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K05701	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04141	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04144	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04632	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04145	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08041	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08042	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08043	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08044	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08045	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08046	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08047	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08048	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K08049	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04345	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04157	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04603	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04604	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04635	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04634	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K05858	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04958	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04959	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K04960	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K02677	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K19662	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K19663	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K12318	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K12319	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K07376	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K19477	Cellular Processes	Cellular community - eukaryotes	04540 Gap junction [PATH:ko04540]
K05419	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05058	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05060	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11217	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04447	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11218	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04692	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K17846	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K16796	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04377	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04364	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04368	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04369	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04371	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00922	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02649	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04456	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K10177	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K10164	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04667	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04666	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K13567	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K13568	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04670	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K13596	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04500	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04662	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04673	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K13578	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04675	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04671	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04676	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K16790	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K16791	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04501	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04680	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K17693	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K17694	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K17695	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18498	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04441	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K03209	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00182	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00312	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00408	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00444	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00445	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00572	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K00714	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K01064	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K01357	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K01384	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K01558	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02432	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02235	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02329	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02354	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02375	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02376	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02842	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02353	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K03083	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02157	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04385	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02085	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02105	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09063	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K08553	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K08036	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09367	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18497	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04362	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05093	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05094	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05095	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K02833	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K07827	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K07828	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K04366	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05459	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K05087	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09354	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18487	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18499	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K14439	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11305	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11421	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11478	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09222	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11138	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11487	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11460	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11488	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11459	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11489	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K11470	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K08031	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K15613	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18493	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09326	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09081	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09071	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18489	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18484	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K08026	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09370	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K09378	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K18491	Cellular Processes	Cellular community - eukaryotes	04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
K07173	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10910	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10909	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13062	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K15850	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10915	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10916	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10911	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10912	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K15851	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K03666	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10913	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10917	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13060	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K15852	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K00494	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K15854	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K03400	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K15853	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K06046	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20256	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18304	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01657	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01658	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18000	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18001	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18002	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
