KEGG	Category1	Category2	Category3
K03042	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03041	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03044	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03045	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13798	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03053	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03055	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03058	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03047	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03049	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03050	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03056	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03059	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03051	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03052	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03054	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02999	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03002	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03000	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03001	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03003	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03004	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03005	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03006	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03010	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03011	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03012	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03013	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03014	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03015	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03016	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03017	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03007	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03008	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03009	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03018	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03021	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03023	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03026	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K14721	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03027	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03019	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03020	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03022	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03024	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03025	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02335	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02319	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02322	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02323	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02337	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03763	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02338	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02343	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02340	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02341	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02342	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K14159	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02345	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02339	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02344	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02320	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02321	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02684	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02685	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02327	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02328	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03504	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03505	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02324	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02325	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K02326	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K03506	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K21138	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01139	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01514	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01524	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K00951	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K07816	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01768	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K05851	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K05873	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08041	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08042	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08043	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08044	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08045	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08046	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08047	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08048	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08049	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K11265	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K11029	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12318	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12319	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12320	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12321	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12322	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12323	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K12324	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01769	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01120	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13755	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K18283	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K19021	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13296	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13762	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K08718	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13756	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13757	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13758	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13759	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13760	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13763	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13761	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K18438	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K13298	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
K01939	Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]
